"tech","HS.Code","Product.Process","Definition","HS.Code.Index","type","stage","filename","product"
"Mining Equipment","842839","Conveyance Equipment; Elevators I","842839 -- Cont-action elevators/conveyors for goods/mat n","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33"
"Mining Equipment","842833","Conveyance Equipment; Elevators II","842833 -- Cont-action elevators/conveyors for goods/mat,","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31"
"Mining Equipment","842831","Conveyance Equipment; Elevators III","842831 -- Cont-action elevators/conveyors for goods/mat s","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Elevators and conveyors; continuous-action, for goods and materials, specially designed for underground use, n.e.c. in item no. 8428.20"
"Mining Equipment","401010","Conveyance Equipment; Conveyor Belting I","401010 -- Conveyor... belting, of vulcanized rubber of tr","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","401091","Conveyance Equipment; Conveyor Belting II","401091 -- Conveyor... belting, of vulcanized rubber of a","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","401099","Conveyance Equipment; Conveyor Belting III","401099 -- Conveyor... belting, of vulcanized rubber of a","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","842820","Conveyance Equipment; Pneumatic Elevators","842820 -- Pneumatic elevators and conveyors","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Elevators and conveyors; pneumatic"
"Mining Equipment","842850","Conveyance Equipment; Wagon Handling Equipment","842850 -- Wagon handling equipment","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","841370","Mining Miscellaneous; Centrifugal Pumps","841370 -- Centrifugal pumps nes","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids"
"Mining Equipment","841381","Mining Miscellaneous; Pumps","841381 -- Pumps nes","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Pumps and liquid elevators; n.e.c. in heading no. 8413"
"Mining Equipment","845530","Processing Equipment; Rolls for Metal Rolling","845530 -- Rolls for metal rolling mills","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Metal-rolling mills; rolls thereof"
"Mining Equipment","841790","Processing Equipment; Parts of Lab Furnances or Ovens","841790 -- Parts of industrial or lab furnaces & ovens inc","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use"
"Mining Equipment","842320","Processing Equipment; Scales for Weighing of Goods on Coveyance","842320 -- Scales for continuous weighing of goods on conv","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Weighing machines; scales for continuous weighing of goods on conveyors"
"Mining Equipment","845940","Processing Equipment; Boring Machines for Removing Metal","845940 -- Boring machines nes for removing metal","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Nuclear","840110","Nuclear Reactors","840110 -- Nuclear reactors","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Nuclear reactors"
"Nuclear","840140","Nuclear Reactor Components","840140 -- Parts of nuclear reactors","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Nuclear reactors; parts thereof"
"Nuclear","840130","Nuclear Fuel Assemblies","840130 -- Fuel elements (cartridges), non-irradiated, for","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Fuel elements (cartridges); non-irradiated"
"Nuclear","840619","Turbine","840619 -- Steam and vapour turbines nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","840420","Condensor","840420 -- Condensers for steam or vapour power units","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Boilers; condensers, for steam or other vapour power units"
"Nuclear","284450","Spent Nuclear Fuel Assemblies","284450 -- Spent (irradiated) fuel elements (cartridges) o","28 - 38: Chemical products","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Spent (irradiated) fuel elements (cartridges) of nuclear reactors"
"Nuclear","840120","Enrichment; Centrifuges","840120 -- Machinery and apparatus for isotopic separation","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Machinery and apparatus; for isotopic separation, and parts thereof"
"Nuclear","284420","Enriched U235 UF6","840120 -- Machinery and apparatus for isotopic separation","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Uranium; enriched in U235, plutonium, their compounds, alloys dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products"
"Nuclear","840690","Parts of Steam Turbine","840690 -- Parts of steam and vapour turbines","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Turbines; parts of steam and other vapour turbines"
"Nuclear","284510","Heavy Water","284510 -- Heavy water (deuterium oxide)","28 - 38: Chemical products","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Heavy water (deuterium oxide)"
"Nuclear","284430","Depleted Uranium","284430 -- Depleted uranium and thorium and their compound","28 - 38: Chemical products","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Uranium; depleted in U235, thorium, their compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U235, thorium; compounds of these products"
"Nuclear","845430","Structural Steel; Steel Casting","845430 -- Casting machines used in metallurgy or metal fo","72 - 83: Base metals and articles of base metal","Process Equipment","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Casting machines; of a kind used in metallurgy or in metal foundries"
"Nuclear","721922","Reactor Core; Structural Steel","721922 -- Flat rlld prod, stainless steel, hr, nic, >600m","72 - 83: Base metals and articles of base metal","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 4.75mm or more but not exceeding 10mm"
"Nuclear","721921","Reactor Core; Structural Steel","721921 -- Flat rlld prod, stainless steel, hr, nic,=>600m","72 - 83: Base metals and articles of base metal","Product Component","Downstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness exceeding 10mm"
"Nuclear","681099","Halfnium; Control Rods","811299 -- Gallium,hafnium,indium,niobium,rhenium or thall","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.c. in heading no. 6810"
"Nuclear","284410","Nuclear Fuel; UF6","284410 -- Natural uranium and its compounds, etc","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Uranium; natural uranium and its compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds"
"Nuclear","380110","Neutron Moderator; Artificial Graphite","380110 -- Artificial graphite","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Graphite; artificial"
"Nuclear","282611","Neutron Moderator; Flourides","282611 -- Fluorides of ammonium or of sodium","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","810990","Fuel Cladding; Zirconium","810990 -- Zirconium and articles thereof, nes","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","722790","Control Rods; Boron Steel","722790 -- Bars&rods,alloy steel,o/t stainless hr,in irreg","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227"
"Nuclear","681099","Cooling Towers; Reinforced Concrete","681099 -- Articles of cement, of concrete or of artificia","68 - 70: Articles of stone, plaster, cement, glass, etc.","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.c. in heading no. 6810"
"Nuclear","282520","Coolant; Lithium Hydroxide","282520 -- Lithium oxide and hydroxide","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Lithium oxide and hydroxide"
"Nuclear","261210","Uranium Ore","261210 -- Uranium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Uranium ores and concentrates"
"Nuclear","252890","Natural borates etc nes, natural boric acid (<85%)","252890 -- Natural borates (excl. sodium) and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","261510","Zirconium ores and concentrates","261510 -- Zirconium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Zirconium ores and concentrates"
"Nuclear","281000","Boric acid","281000 -- Oxides of boron; boric acids","28 - 38: Chemical products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Oxides of boron; boric acids"
"Nuclear","260120","Iron Ore","260120 -- Roasted iron pyrites","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Iron pyrites; roasted"
"Nuclear","260112","Iron Ore","260112 -- Agglomerated iron ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Iron ores and concentrates; agglomerated (excluding roasted iron pyrites)"
"Nuclear","260111","Iron Ore","260111 -- Non-agglomerated iron ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Iron ores and concentrates; non-agglomerated"
"Nuclear","283030","Cadmium Sulphide","283030 -- Cadmium sulphide","28 - 38: Chemical products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","260400","Nickel Ore","260400 -- Nickel ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Nickel ores and concentrates"
"Nuclear","261390","Molybdenum Ore","261390 -- Molybdenum ores and concentrates (excl. roasted","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Molybdenum ores and concentrates; other than roasted"
"Nuclear","261000","Chromium Ore","261000 -- Chromium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Chromium ores and concentrates"
"Nuclear","262000","Manganese Ore","260200 -- Manganese ores and concentrates, with a mangane","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","260300","Copper Ore","260300 -- Copper ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Copper ores and concentrates"
"Nuclear","260700","Lead","260700 -- Lead ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Lead ores and concentrates"
"Nuclear","250410","Graphite; natural","250410 -- Natural graphite in powder or in flakes","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Nuclear/Nuclear Fuel.xlsx","Graphite; natural, in powder or in flakes"
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Nuclear","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Nuclear/Nuclear Fuel.xlsx",NA
"Steel","845430","Continuous Casting; Continuous Casting Machine","845430 -- Casting machines used in metallurgy or metal fo","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Casting machines; of a kind used in metallurgy or in metal foundries"
"Steel","846221","Rolling; Rolling Machine","846221 -- Bending folding stgting or flattening mach (inc","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx",NA
"Steel","846229","Rolling: Rolling Machine","846229 -- Bending/folding/stgting or flattening mach (inc","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Machine-tools; bending, folding, straightening or flattening machines (including press brakes), for working metal, numerically controlled n.e.c. in item 84.62.2"
"Steel","851430","EAF Steel Making; EAF","851430 -- Industrial & laboratory electric furnaces & ove","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx",NA
"Steel","854511","EAF Steel Making; EAF Electrode","854511 -- Carbon or graphite electrodes, of a kind used f","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Carbon electrodes; with or without metal, of a kind used for furnaces"
"Steel","831120","EAF Steel Making; EAF Wire, cored of base metal","831120 -- Wire, cored, of base metal, for electric arc we","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Wire; cored, of base metal, for electric arc-welding"
"Steel","850422","EAF Steel Making; EAF Furnace Transformer","850422 -- Liq dielectric transf having a power handling c","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Electrical transformers; liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA"
"Steel","841790","DRI-Production; Reformer","841790 -- Parts of industrial or lab furnaces & ovens inc","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use"
"Steel","841710","DRI-Production; Shaft Furnace","841710 -- Furnaces&ovens n-elec for the roast,melt or h-t","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use"
"Steel","841790","DRI-Production; Parts of Shaft Furnace","841790 -- Parts of industrial or lab furnaces & ovens inc","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use"
"Steel","841490","DRI-Production; Compressor","841490 -- Parts of vacuum pumps, compressors, fans, blowe","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
"Steel","0000NA","DRI-Production; Air Blower",NA,NA,"Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx",NA
"Steel","842139","DRI-Production; Scrubber","842139 -- Filtering or purifying machinery and apparatus","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines"
"Steel","730451","DRI-Production; Reformer Tubes","730451 -- Tubes,pipe&hollow profiles,as,(o/t stain) smls,","72 - 83: Base metals and articles of base metal","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Steel, alloy (not stainless steel); seamless, cold-drawn or cold-rolled (cold-reduced), tubes, pipes and hollow profiles of circular cross-section"
"Steel","381511","DRI-Production; Catalyst","381511 -- Supported catalysts with nickel or its compound","28 - 38: Chemical products","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.c. or included"
"Steel","281820","DRI-Production; Catalyst","281820 -- Aluminium oxide, other than artificial corundum","28 - 38: Chemical products","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Aluminium oxide; other than artificial corundum"
"Steel","841620","DRI-Production; Burners (Low Nox)","841620 -- Furnace burners nes, including combination burn","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners"
"Steel","720110","DRI Production; Intermediate Iron Output","720110 -- Pig iron,non-alloy,containing by wt.=<0.5% of p","72 - 83: Base metals and articles of base metal","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Iron; non-alloy pig iron containing by weight 0.5% or less of phosphorus, in pigs, blocks or other primary forms"
"Steel","720120","DRI Production; Intermediate Iron Output","720120 -- Pig iron,non-alloy,containing by wt. >0.5% of p","72 - 83: Base metals and articles of base metal","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx","Iron; non-alloy pig iron containing by weight more than 0.5% of phosphorus, in pigs, blocks or other primary forms"
"Steel","720130","DRI Production; Intermediate Iron Output","720130 -- Pig iron, alloy in primary forms","72 - 83: Base metals and articles of base metal","Process Equipment","Downstream","Industrial_Base/Steel/Steel.xlsx",NA
"Steel","380130","Electrode","380130 -- Carbonaceous pastes for electrodes and pastes f","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Steel/Steel.xlsx","Carbonaceous pastes; for electrodes and similar pastes for furnace linings"
"Steel","250410","Electrode; Natural Graphite","250410 -- Natural graphite in powder or in flakes","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Graphite; natural, in powder or in flakes"
"Steel","380110","Electrode; Artificial Graphite","380110 -- Artificial graphite","28 - 38: Chemical products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Graphite; artificial"
"Steel","260111","DRI-Input; Iron Ore","260111 -- Non-agglomerated iron ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Iron ores and concentrates; non-agglomerated"
"Steel","260112","DRI-Input; Iron Ore","260112 -- Agglomerated iron ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Iron ores and concentrates; agglomerated (excluding roasted iron pyrites)"
"Steel","260120","DRI-Input; Iron Ore","260120 -- Roasted iron pyrites","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Iron pyrites; roasted"
"Steel","280410","DRI-Input; Hydrogen","280410 -- Hydrogen","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Hydrogen"
"Steel","271121","DRI-Input; Natural Gas","271121 -- Natural gas in gaseous state","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Steel/Steel.xlsx","Petroleum gases and other gaseous hydrocarbons; in gaseous state, natural gas"
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Steel","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Steel/Steel.xlsx",NA
"Wind","850231","Wind Turbines","Wind Powered Electrical Generating Sets","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)"
"Wind","841290","Rotor","Parts of hydraulic/pneumatic/other power engines","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Engines; parts, for engines and motors of heading no. 8412"
"Wind","841290","Blades","Parts of hydraulic/pneumatic/other power engines","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Engines; parts, for engines and motors of heading no. 8412"
"Wind","730820","Tower","Iron or steel towers and lattice masts","72 - 83: Base metals and articles of base metal","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; structures and parts thereof, towers and lattice masts"
"Wind","842691","Lifting of Components/Turbine","842691 -- Cranes designed for mounting on road vehicles","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Cranes and derricks; designed for mounting on road vehicles"
"Wind","851580","Tower Production: Submerged arc welding","Electric, laser and ultrasonic welding equipment nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting"
"Wind","846224","Tower Production: Plate Rolling Machine","Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled panel benders","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled panel benders"
"Wind","842420","Tower Production; Coating","Spray guns and similar appliances","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Spray guns and similar appliances"
"Wind","842890","Tower Production; Assembly","Lifting, handling, loading or unloading machinery nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428"
"Wind","841989","Nacelle Production","Machinery for treatment by temperature change ","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
"Wind","903190","Nacelle Production","Parts and access for measuring, checking equipment","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Instruments, appliances and machines; parts and accessories for those measuring or checking devices of heading no. 9031"
"Wind","847740","Blade Production; Vacuum resin infusion","Rubber or plastic vacuum moulders, thermoformers","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials"
"Wind","848340","Nacelle; Gearbox"," Gearing, ball screws, speed changers, torque converte","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters"
"Wind","870840","Rotor; Gearbox","Gear boxes for electric pitch system","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Vehicle parts; gear boxes and parts thereof"
